article_id,manual_label_id,label,classification_instance_group_id,article_content_group_id,status,reason
960,347,neutral,class_d1db5217680b87f5,article_7f5642cd0c851c48,eligible_train_validation_test,
961,357,positive,class_1cc111c424af6b73,article_eef79a6a04f78a54,eligible_train_validation_test,
962,1190,neutral,class_812433cfd806526f,article_084917af148384c1,eligible_train_validation_test,
963,722,neutral,class_8c1dcfbdc3033e72,article_bb1ab2eac2fd6b31,unresolved_true_conflict,true_label_conflict
964,399,neutral,class_6fb20ea09d9ebf25,article_835cc509d6d86a3a,eligible_train_validation_test,
965,1446,neutral,class_22bff886f6dec5d8,article_2f1d593cd98cb5bf,eligible_train_validation_test,
966,954,neutral,class_618bc3c35386dd62,article_339d9d13edbaa267,eligible_train_validation_test,
967,753,negative,class_8d551c855d45b3dc,article_40a7ae9a07a94bf5,eligible_train_validation_test,
968,1886,positive,class_d9f248e4b8490eaa,article_d6420a4ee44bc345,eligible_train_validation_test,
969,1658,neutral,class_952e1a77e7e32f79,article_16b30490a644117a,eligible_train_validation_test,
970,143,neutral,class_6945f8589d2758d6,article_c2071c8630b2addb,eligible_train_validation_test,
971,1246,negative,class_fe25110489bc8c9f,article_98964da49d0a9840,eligible_train_validation_test,
972,1050,neutral,class_296311daa3db6313,article_3658d7fa3c43456f,eligible_train_validation_test,
973,228,positive,class_ac4a581e5086b6fa,article_c24cf8d31cf7e596,eligible_train_validation_test,
974,586,positive,class_a4542bdc5465790a,article_51cfe39433c33d81,eligible_train_validation_test,
975,17,positive,class_4d80fc7668a6d66a,article_0aa598c735f77296,eligible_train_validation_test,
976,1434,neutral,class_cae8bdf3217618d6,article_3cb65cad26f0a517,eligible_train_validation_test,
977,27,positive,class_6e119aa3600d0748,article_3837e1aa083f578c,eligible_train_validation_test,
978,124,negative,class_8b332fbf09c10824,article_a763a2c99dd899cb,eligible_train_validation_test,
979,369,positive,class_2bd922150639020f,article_8590ac0625554934,eligible_train_validation_test,
980,1547,neutral,class_9be4a3e5afc2c70c,article_38879b6376fbabdc,eligible_train_validation_test,
981,1395,neutral,class_20e470dcd610a699,article_aaf5060b9517ba4f,eligible_train_validation_test,
982,61,positive,class_bf4c32c93d1e9a2d,article_dff17949eb4f9ecd,eligible_train_validation_test,
983,1095,neutral,class_bfe26426138f319d,article_fbe10beedf9d29cf,eligible_train_validation_test,
984,404,positive,class_02b9df4d20fb0ed9,article_72805ff7c0f210f3,eligible_train_validation_test,
985,880,neutral,class_18894f018f7312fb,article_70d432707ec24786,eligible_train_validation_test,
986,1599,neutral,class_a39f4e33bea98338,article_2c3f699f4b5f7734,eligible_train_validation_test,
987,450,positive,class_4be7ce440b299299,article_55c8079ac96c6a4f,eligible_train_validation_test,
988,1418,neutral,class_7db773d296430dd1,article_ba9c5622470525f1,eligible_train_validation_test,
989,1885,neutral,class_bf21ae42fce8f599,article_926a7fc32c08e491,eligible_train_validation_test,
990,832,negative,class_b2295ea409ecd2e6,article_fe50b64954720ccb,eligible_train_validation_test,
991,714,positive,class_c6d2a0a5ccc9c702,article_25b7c81e770034ae,eligible_train_validation_test,
992,41,positive,class_c56364a5f7b71a8e,article_c0d2d188feaa1562,eligible_train_validation_test,
993,444,neutral,class_447b0da4dab113a6,article_40fb7164e459a388,eligible_train_validation_test,
994,461,neutral,class_85999de3bb203147,article_8c004c94eb689b37,eligible_train_validation_test,
995,338,negative,class_3ed1f89330c701ed,article_abbb9233cee3e720,eligible_train_validation_test,
996,721,positive,class_63987dfc7586896a,article_3292bef42975c0ab,eligible_train_validation_test,
997,660,negative,class_e093b8cfef7fd378,article_864995ea35b82212,eligible_train_validation_test,
998,1171,neutral,class_64de2db7205d1e0b,article_462c39f8e9bbf461,eligible_train_validation_test,
999,232,neutral,class_4ca4fd829c262045,article_83cf8b609de60036,eligible_train_validation_test,
1000,1466,neutral,class_2efdae411c0b3996,article_40510175845988f1,eligible_train_validation_test,
1001,1751,neutral,class_c1bfca75febae2f5,article_fe675fe7aaee830b,eligible_train_validation_test,
1002,1284,neutral,class_13e39beaaed43342,article_b281bc2c616cb3c3,eligible_train_validation_test,
1003,871,positive,class_b8e2d6d36fe05ca4,article_8c9a013ab70c0434,eligible_train_validation_test,
1004,1518,neutral,class_2c1c9bda4330455e,article_75992a5ac67ff644,eligible_train_validation_test,
1005,948,positive,class_ae69813b73a38041,article_7f861bcee185de00,eligible_train_validation_test,
1006,1533,neutral,class_70ee2b5f7f2c58f3,article_478c4ffb1cbcea37,eligible_train_validation_test,
1007,1534,neutral,class_2f0b1d4df54ec2ac,article_2c8b871e52d4e5f5,eligible_train_validation_test,
1008,1336,neutral,class_28fae1a527a626a0,article_9aaf689fbcdfe9f6,eligible_train_validation_test,
1009,435,negative,class_4d754041f4d75ad9,article_6ad4a6b1e5ea5569,eligible_train_validation_test,
1010,242,neutral,class_3eb8e4539eb2b1f5,article_7a5df5ffa0dec222,eligible_train_validation_test,
1011,1128,neutral,class_75e5af9df281436a,article_3dd9c0995d54c0ab,eligible_train_validation_test,
1012,1779,neutral,class_06309243ce4eb1e4,article_165940940a02a187,eligible_train_validation_test,
1013,23,neutral,class_7a9367e72dd738d6,article_2ec42bc1f3e672fc,eligible_train_validation_test,
1014,856,positive,class_9e03aa40eb12b001,article_df4865fca1f15916,eligible_train_validation_test,
1015,1820,neutral,class_ade3d9a0a51be756,article_9553627933b214db,eligible_train_validation_test,
1016,1100,neutral,class_4710fbcbcd15fec1,article_ef32cc5c2b7c6209,eligible_train_validation_test,
1017,15,neutral,class_cec248b3ab47f732,article_b0ab628c9e146218,eligible_train_validation_test,
1018,1562,neutral,class_9b1359f5032d45d7,article_9989a37538faecc4,eligible_train_validation_test,
1019,315,positive,class_911fbc30af833656,article_61ab550f4c85a975,eligible_train_validation_test,
1020,407,neutral,class_158cdcf5b20d82d0,article_f296867839c8befa,eligible_train_validation_test,
1021,1611,neutral,class_21a1454357f41be9,article_cdad86ca9450d1c1,eligible_train_validation_test,
1022,1523,neutral,class_5cac93bf2fa0dc17,article_f00f2e7bca65e9f8,eligible_train_validation_test,
1023,326,negative,class_8c1dcfbdc3033e72,article_bb1ab2eac2fd6b31,unresolved_true_conflict,true_label_conflict
1024,1449,neutral,class_7202faa364f3c970,article_e39eef82f61b21e2,eligible_train_validation_test,
1025,440,neutral,class_c5c49cd9c2045a34,article_46372791018924b8,eligible_train_validation_test,
1026,514,positive,class_49c1e482288aa254,article_582c0168ba17eac4,eligible_train_validation_test,
1027,1660,negative,class_e9d80e25286fbdee,article_60f256c7ccbc7480,eligible_train_validation_test,
1028,416,positive,class_6e1d9fc9d872326a,article_a73060afb61efe1b,eligible_train_validation_test,
1029,697,neutral,class_267aa36c085d9801,article_d9a5223b761c375d,eligible_train_validation_test,
1030,465,neutral,class_aff7ad2867d38aaf,article_2f1987bf98c09d2f,eligible_train_validation_test,
1031,385,neutral,class_e368fbd9a41489ad,article_3e34b5dc434bcf31,eligible_train_validation_test,
1032,943,neutral,class_58a2c25fdf64c0cc,article_340ab11db8d1a743,eligible_train_validation_test,
1033,1718,neutral,class_d5d5e4b3bc363589,article_f8b7291025863577,eligible_train_validation_test,
1034,625,neutral,class_88751d521642b051,article_6719009a76851c4b,eligible_train_validation_test,
1035,229,neutral,class_384cfb3b49926fc6,article_f46733e1619957ff,eligible_train_validation_test,
1036,680,negative,class_915aaf172bb5c328,article_56cc29cee9e859a5,eligible_train_validation_test,
1037,1503,neutral,class_d03c15edbacf4e6a,article_920c37d6464a8f20,eligible_train_validation_test,
1038,8,positive,class_ee448fbef4b55447,article_0c1c43111448b131,eligible_train_validation_test,
1039,413,positive,class_a2c0fbe7008442d9,article_00037f39cf870a1f,eligible_train_validation_test,
1040,398,positive,class_0630de4209e3ccc7,article_0d21ae129a64e1d1,eligible_train_validation_test,
1041,783,neutral,class_fdffc63e84449884,article_8c6c42f379f08f03,eligible_train_validation_test,
1042,1383,neutral,class_cddafe3fe9216e3c,article_216da54b5931a6d3,eligible_train_validation_test,
1043,280,positive,class_76b1c9e4bb29cae8,article_c0aa4a0be7ba2839,eligible_train_validation_test,
1044,1366,neutral,class_174a42d7fe2ddf84,article_a0a531122de46561,eligible_train_validation_test,
1045,87,neutral,class_b97cfd2ecdce175b,article_40794500a2845c94,eligible_train_validation_test,
1046,542,positive,class_7615b9957c86c44e,article_6db44caad5c968a5,eligible_train_validation_test,
1047,748,positive,class_4bbb88cd2fa26734,article_025ca19d7b07d7f5,eligible_train_validation_test,
1048,558,neutral,class_9a8039333c44e307,article_6d6ae523edc27b23,eligible_train_validation_test,
1049,1054,neutral,class_169ca82b9001f34c,article_0c62cc42d6479a69,eligible_train_validation_test,
1050,455,negative,class_2d2231becd69c437,article_ffa6059b954a4602,eligible_train_validation_test,
1051,276,negative,class_b3d021edc5f7cf7e,article_11382b8de6b4b042,eligible_train_validation_test,
1052,810,neutral,class_1c9ef7ae487f279a,article_d8b5e2791d0d1cee,eligible_train_validation_test,
1053,597,negative,class_0f54ec64614e4349,article_285b71922aaa01d8,eligible_train_validation_test,
1054,1448,neutral,class_6ca6ec63bb3e01ab,article_7d7179c146d0d6af,eligible_train_validation_test,
1055,762,neutral,class_9d95255f3bcb1a52,article_02abf8fa7d9c4db0,eligible_train_validation_test,
1056,56,positive,class_6de187d24e721763,article_e8c5e943ad4fd9d1,eligible_train_validation_test,
1057,1300,positive,class_da3ba01a6e04553c,article_b910260d6ccd1fed,eligible_train_validation_test,
1058,142,positive,class_d6bbdaa6e5422b75,article_fb5316204aa75301,eligible_train_validation_test,
1059,391,positive,class_15446865c86a91f7,article_12051e9967d26fab,eligible_train_validation_test,
1060,1036,neutral,class_594c2ccbd966eeda,article_8dfd13f437605362,eligible_train_validation_test,
1061,1647,neutral,class_670353033dccab6c,article_5d9e09b09389f1e4,eligible_train_validation_test,
1062,1044,neutral,class_7cbbe02d45da8e19,article_ae4def1ecaae8be2,eligible_train_validation_test,
1063,679,neutral,class_489f1f56dd5ab34c,article_0fe39b99b379952d,eligible_train_validation_test,
1064,1627,neutral,class_ec9d8541175ae218,article_0087cf99a4636ebd,eligible_train_validation_test,
1065,1185,positive,class_76a679cd6ff2a915,article_4f95c3cf2c7c5bb5,eligible_train_validation_test,
1066,1151,neutral,class_1b68966136bc7f03,article_eab8ff114cc63fd8,eligible_train_validation_test,
1067,1591,neutral,class_b8bca1bcafca426e,article_f48280c0107726b9,eligible_train_validation_test,
1068,1360,neutral,class_3d1cceb9689b1b7d,article_0f0b82fae280ae9f,eligible_train_validation_test,
1069,777,neutral,class_983ad6ef1e1577c1,article_53a7cc4ba1b88a03,eligible_train_validation_test,
1070,701,neutral,class_788b2f5ea28d80c3,article_d0f451801443fa14,eligible_train_validation_test,
1071,330,negative,class_68b97d441340b36f,article_34be1021b378c570,eligible_train_validation_test,
1072,58,positive,class_7d41e5821c54d627,article_f8b2f96ed09b16bf,eligible_train_validation_test,
1073,577,positive,class_29401c082912255f,article_be1722b1d104ffb2,eligible_train_validation_test,
1074,1488,neutral,class_e2215871231eee36,article_fde3f2e7127f6810,eligible_train_validation_test,
1075,187,positive,class_87b4c9e5145eed0f,article_337b02741a9561b6,eligible_train_validation_test,
1076,333,positive,class_acc0a79a0e7d40ce,article_61dbec1d67afe651,eligible_train_validation_test,
1077,1033,positive,class_0e941571f07062d3,article_bcce03f625c22998,eligible_train_validation_test,
1078,606,neutral,class_2d78d0d6e6e9c233,article_d88c39de46401a31,eligible_train_validation_test,
1079,1389,neutral,class_99471a5746b2f0c6,article_de2d0a787b335176,eligible_train_validation_test,
1080,746,positive,class_3651b1233c4ef3da,article_32eb1a8dafeb0873,eligible_train_validation_test,
1081,1464,neutral,class_2a6f4d7d08a804cd,article_e18037f42fd038fa,eligible_train_validation_test,
1082,1279,neutral,class_9f5e48e62d8e19e4,article_3ef58410b868298f,eligible_train_validation_test,
1083,1849,neutral,class_d919713cf0ccac86,article_1090b9e9eba719a3,eligible_train_validation_test,
1084,881,positive,class_9a4e8eacd743f4c2,article_9fbb55aa1ca6da90,eligible_train_validation_test,
1085,1051,neutral,class_598af5be2347c74a,article_0c0ad5934ba82dd2,eligible_train_validation_test,
1086,1093,neutral,class_79fad7e101e60231,article_084ae23e6996e701,eligible_train_validation_test,
1087,1644,neutral,class_db07a81ec196f414,article_c6d537e112156be1,eligible_train_validation_test,
1088,255,neutral,class_bcb25b15fdd284e5,article_43db97283b0bc355,eligible_train_validation_test,
1089,949,negative,class_70b77f18d7783dfb,article_8cf04f0d07191f04,eligible_train_validation_test,
1090,21,neutral,class_dfda80e632c9c9bd,article_b7768fbb1847758d,eligible_train_validation_test,
1091,951,neutral,class_3565f9c137e82fe0,article_11bde34a6593b3da,eligible_train_validation_test,
1092,1878,neutral,class_5a61768b5e66ea91,article_5f302d143dace627,eligible_train_validation_test,
1093,1626,neutral,class_8a91d9b38f5b2aab,article_1ff7b91c979ea344,eligible_train_validation_test,
1094,193,neutral,class_9f3f293a784fc91a,article_f1250af9005fb93c,eligible_train_validation_test,
1095,1040,neutral,class_1b8bbec59cb16a96,article_e0d8014e6e3c51d7,eligible_train_validation_test,
1096,658,neutral,class_fcdc8029ba876917,article_8352dd9eb8b64669,eligible_train_validation_test,
1097,1842,neutral,class_9a9e5949327a1d81,article_235aa062e6372588,eligible_train_validation_test,
1098,609,neutral,class_bc7eade6919fb9c8,article_4aec429ac0bfafdb,eligible_train_validation_test,
1099,1426,neutral,class_9653ded431609ae3,article_330e14d4ae806123,eligible_train_validation_test,
1100,339,positive,class_403e2904d547ae03,article_ab9828ca390581b7,eligible_train_validation_test,
1101,50,positive,class_daa55c0ce621733d,article_36ab771eba23f49d,eligible_train_validation_test,
1102,1764,neutral,class_5fa19d0d832c8e58,article_277375b99e186c72,eligible_train_validation_test,
1103,1480,neutral,class_c8661ffe5a9cd0d6,article_f0d588a225e6e6ba,eligible_train_validation_test,
1104,387,neutral,class_da523d812b8f8ed6,article_d74fe97872d8a425,eligible_train_validation_test,
1105,1052,neutral,class_003c395ca44b56fb,article_47c5fbf51c636da0,eligible_train_validation_test,
1106,1323,neutral,class_45216574371f108d,article_fb7bab9edf08f024,eligible_train_validation_test,
1107,665,neutral,class_d501d6fbaf29420d,article_86cb35a822329fe1,eligible_train_validation_test,
1108,739,neutral,class_d959a2e056152de2,article_737c6b9773fa031b,eligible_train_validation_test,
1109,1351,neutral,class_cc953ecead624069,article_6711597a2bc4e587,eligible_train_validation_test,
1110,1784,neutral,class_af76067ea0b63d9c,article_055f78940c076303,eligible_train_validation_test,
1111,1271,negative,class_75f62bb367d8c4c3,article_0ffe1abd1a082153,eligible_train_validation_test,
1112,788,neutral,class_459742ecea569e17,article_fe91a760983d401d,eligible_train_validation_test,
1113,1215,neutral,class_7af9b85ec8b36cae,article_b7e307660e1611cb,eligible_train_validation_test,
1114,1887,neutral,class_883aed741723ee34,article_793a84a351bd364d,eligible_train_validation_test,
1115,1188,negative,class_18c43d1e13e50096,article_71af0fdd2e7f62c1,eligible_train_validation_test,
1116,1610,neutral,class_bac36b72542ab61f,article_10e35e8e93e91e58,eligible_train_validation_test,
1117,241,positive,class_f2961c6ad397b1bb,article_e1d9ce80c3abd825,eligible_train_validation_test,
1118,1326,negative,class_41bb70ff10e26f80,article_63ecbfa3a1ad34a1,eligible_train_validation_test,
1119,106,neutral,class_d0d81fc79336812e,article_b280279a0ef279d0,eligible_train_validation_test,
1120,1083,neutral,class_d5c1f0b7364933bb,article_829f00a11ddfdebb,eligible_train_validation_test,
1121,799,negative,class_33e864b9858c01e4,article_729226031a696bf5,unresolved_true_conflict,true_label_conflict
1122,1183,neutral,class_e6e8b66c7bc2d050,article_b3282a2f2a28757b,eligible_train_validation_test,
1123,866,positive,class_84089d7d32456572,article_4739ee3bd29e4f41,eligible_train_validation_test,
1124,1625,neutral,class_691d7b6b1a50de11,article_736e537f0f664a3d,eligible_train_validation_test,
1125,1606,neutral,class_26ab72f1449a98f2,article_ed053874ca199cc5,eligible_train_validation_test,
1126,219,negative,class_d4a49de20f2b9b29,article_5817ae4948371f9b,eligible_train_validation_test,
1127,677,neutral,class_71d15226ccb7ec27,article_7377a71607a8dabc,eligible_train_validation_test,
1128,1131,neutral,class_a7c100c523c013a0,article_94c47d91f1bebd7b,eligible_train_validation_test,
1129,123,neutral,class_d1d33ac90b1aeb0c,article_e9ab39f01d431c52,eligible_train_validation_test,
1130,1352,neutral,class_07e83b01c1df7317,article_233e644887f32669,eligible_train_validation_test,
1131,368,neutral,class_af071bd49839a2bf,article_af6b495dd2d7c117,eligible_train_validation_test,
1132,653,neutral,class_6317ad10c99490d9,article_e754478c35f2708c,eligible_train_validation_test,
1133,1346,neutral,class_972593c9e5ac825c,article_7a99d42d79e9bafe,eligible_train_validation_test,
1134,451,neutral,class_cb7811d2eddeed05,article_b8fe8e5887ff0cc9,unresolved_true_conflict,true_label_conflict
1135,418,positive,class_dd5b58c839d9d67c,article_d7008e68b135c3c7,eligible_train_validation_test,
1136,636,neutral,class_94ad96f709333ecf,article_19afa9f3b42c8c4a,eligible_train_validation_test,
1137,576,positive,class_484d0d4bdea610eb,article_96be21608a6aa9d2,eligible_train_validation_test,
1138,1600,neutral,class_6ced883a658eb71d,article_41966e55400c17d8,eligible_train_validation_test,
1139,409,neutral,class_7b39111e80eac4dd,article_5b64147d2864c61f,eligible_train_validation_test,
1140,767,positive,class_394c952828b7c211,article_bc10b57514d76124,eligible_train_validation_test,
1141,754,negative,class_22a33f0ae7d55b41,article_434dbd07bc54f593,eligible_train_validation_test,
1142,329,neutral,class_a31d15ea7569f814,article_73401dfc9377b9ed,eligible_train_validation_test,
1143,1520,neutral,class_d1105118f8923c36,article_a183251a8414fd81,eligible_train_validation_test,
1144,196,neutral,class_f82d7d06001bab57,article_28fdc24c9abb066e,eligible_train_validation_test,
1145,487,negative,class_80da8e781db01dbc,article_a5bef651c8e3fd6c,eligible_train_validation_test,
1146,186,neutral,class_d1d5458adecda892,article_c9630aa5216f8613,eligible_train_validation_test,
1147,827,positive,class_5f9df0d5c2e1f695,article_7987e36c43f067b5,eligible_train_validation_test,
1148,1866,neutral,class_bcb61a6db1828ff5,article_542cacae1d41132a,eligible_train_validation_test,
1149,1749,neutral,class_d204263054a772f6,article_3b2252403733f1c1,eligible_train_validation_test,
1150,289,neutral,class_f2d38f7676e339be,article_0eaa69a16d7c358a,eligible_train_validation_test,
1151,562,positive,class_a59fe604d55bc119,article_a3ab7bbaf7390c1f,eligible_train_validation_test,
1152,1377,neutral,class_031316752aa731d3,article_a367613375c7fcd7,eligible_train_validation_test,
1153,43,positive,class_a74c6afc8ec7a712,article_c28474616c0273f2,eligible_train_validation_test,
1154,1264,neutral,class_7d1385841d2cbdb8,article_06ec44ccee3b23b9,eligible_train_validation_test,
1155,812,positive,class_d9c30e9d2ef38a1f,article_37b1267a4ff4e12d,eligible_train_validation_test,
1156,528,neutral,class_5491e1cc77bb2404,article_3aa82834b765ea04,eligible_train_validation_test,
1157,1860,positive,class_31b57238916e0f54,article_76bf061a545d6183,eligible_train_validation_test,
1158,77,negative,class_6c59cccb567d6e0e,article_589302a339e50595,eligible_train_validation_test,
1159,742,positive,class_ced39fe3107c99b7,article_118a91dd9d8f92a0,eligible_train_validation_test,
1160,855,neutral,class_56026cbc2a9658cc,article_77523aa0395b6ee0,eligible_train_validation_test,
1161,1519,neutral,class_f13e29db463ac776,article_f1de64eac803d960,eligible_train_validation_test,
1162,708,positive,class_ae463d8f9c8c9c26,article_7ec62885a6b7777a,eligible_train_validation_test,
1163,340,positive,class_0359a1f0ed1e0de2,article_998bae6a40b82ac1,eligible_train_validation_test,
1164,629,neutral,class_0ac17755268edf2b,article_9e468662812f45d0,eligible_train_validation_test,
1165,1614,neutral,class_fecb9f63056853d1,article_28dbec0e0501d3cc,eligible_train_validation_test,
1166,648,neutral,class_c9a606645f2e1662,article_7d86b48acdec123e,eligible_train_validation_test,
1167,1431,neutral,class_b6137d7e99497f26,article_972fb81a3b9e6076,eligible_train_validation_test,
1168,341,positive,class_ddfd60307849fc9e,article_68ac846d8dc1c75d,eligible_train_validation_test,
1169,646,neutral,class_8cdb48b1b6c1a994,article_36d144ea081f2450,eligible_train_validation_test,
1170,1485,neutral,class_dd4508b1d166449e,article_19d0b0d4077454bd,eligible_train_validation_test,
1171,1092,neutral,class_0fba836437724296,article_e361ec1ff521cfdb,eligible_train_validation_test,
1172,1774,neutral,class_b60521058c91b224,article_02ede7e8caf71df4,eligible_train_validation_test,
1173,809,positive,class_542f6cf2c39dc1d1,article_0e6801798cea548d,eligible_train_validation_test,
1174,1769,neutral,class_297f461c0384a366,article_973d94870ea2543d,eligible_train_validation_test,
1175,47,neutral,class_bc8440d4c2fc668f,article_56626ff45dd863da,eligible_train_validation_test,
1176,70,neutral,class_c983fce7f3b52c5c,article_74e9f3d8efbda803,eligible_train_validation_test,
1177,1462,neutral,class_37a50f5664d4ecf7,article_66c2e6dd7fe34b78,eligible_train_validation_test,
1178,840,neutral,class_bee2be3e21e9b74d,article_59a6d3288187dfcd,eligible_train_validation_test,
1179,130,positive,class_3c5a96a2ee0a0650,article_ed07bf12b8fe0932,eligible_train_validation_test,
1180,1339,neutral,class_b8669db308754099,article_2c58b3a68ac99f84,eligible_train_validation_test,
1181,983,positive,class_26559490acfd2d36,article_0252b081bda70b47,eligible_train_validation_test,
1182,1088,neutral,class_330c2e822e989fd0,article_c7b96125d8bb1b5a,eligible_train_validation_test,
1183,20,neutral,class_ec14ca4c18e06aff,article_48e1ff78f2967629,eligible_train_validation_test,
1184,11,negative,class_934710f13777d6dc,article_d40535ac09aac0ef,eligible_train_validation_test,
1185,1408,neutral,class_d8bb98ca84265c80,article_efec9aaf21433bf8,eligible_train_validation_test,
1186,633,negative,class_bc1e2676b3c34750,article_274897360371d52c,eligible_train_validation_test,
1187,980,neutral,class_61f756cd6d5ddf9f,article_ca153fc499ffc25f,eligible_train_validation_test,
1188,1496,neutral,class_f699997435d4a699,article_b62764dc19af7e6a,eligible_train_validation_test,
1189,211,neutral,class_6caa34bf2d6708ad,article_e9ef91d2836a3d6a,eligible_train_validation_test,
1190,1180,neutral,class_68571b63c0580e0c,article_58eb0dd988df36c5,eligible_train_validation_test,
1191,999,neutral,class_edaa63434afdda3a,article_941b74661161da4a,eligible_train_validation_test,
1192,271,negative,class_06e350132a46df87,article_26c151f9669f97e9,eligible_train_validation_test,
1193,511,neutral,class_8f311638b7d15e53,article_6bd44ccbcb332868,eligible_train_validation_test,
1194,638,neutral,class_6ea2ff6674edf4b0,article_6d6e1059500ddb11,eligible_train_validation_test,
1195,848,positive,class_b8635fbfc7a8343a,article_32396038fca01cb6,eligible_train_validation_test,
1196,220,neutral,class_f1701276d33617aa,article_369b906a75d37219,eligible_train_validation_test,
1197,1391,neutral,class_7503892ee91be41e,article_f343a80aafa11416,eligible_train_validation_test,
1198,1313,neutral,class_b371656ed878853f,article_c18a8ad752fb7e64,eligible_train_validation_test,
1199,1182,neutral,class_ba93c6824dba0667,article_7123d367e354baef,eligible_train_validation_test,
1200,1806,neutral,class_d825eea8647f4aad,article_15197cf7214b58e6,eligible_train_validation_test,
1201,166,neutral,class_b88e51c1ba86370a,article_3b47492744946d5a,eligible_train_validation_test,
1202,1472,neutral,class_38600a1914685f30,article_da26b77becf8bcc1,eligible_train_validation_test,
1203,492,neutral,class_ad53e0f01b68fd49,article_7ac25d5d84cae3dc,eligible_train_validation_test,
1204,593,neutral,class_1394b9d613b3dfc1,article_0af7d7158becc6d0,eligible_train_validation_test,
1205,977,positive,class_85c82f2bde1bb097,article_2cec8cf0e321c284,eligible_train_validation_test,
1206,873,positive,class_88acd80941561ee3,article_9a20ae78840d1a44,eligible_train_validation_test,
1207,898,positive,class_c378d2e551aa5d41,article_eaf2067e34d68769,eligible_train_validation_test,
1208,790,neutral,class_7be4c75af8c2290f,article_12b637dd6a40e811,eligible_train_validation_test,
1209,1524,neutral,class_fb45be1bc3cb27a0,article_fd68fcf88c30b4df,eligible_train_validation_test,
1210,443,positive,class_5a6c43282d3aa1f0,article_45297c633d331e6a,eligible_train_validation_test,
1211,182,neutral,class_3cbe7c4530f50935,article_2ecefe59ab6ae4e7,eligible_train_validation_test,
1212,1747,neutral,class_3bc84d41d69cfb41,article_cbfad02f9ed2a8d1,eligible_train_validation_test,
1213,314,neutral,class_8b5cdb0bb6886dc7,article_de3d43caad2bd3c4,eligible_train_validation_test,
1214,1489,neutral,class_96af02a55d4aeb81,article_585579aed1c5241b,eligible_train_validation_test,
1215,240,neutral,class_43b841546e54115e,article_e7faa8b075ab5b41,eligible_train_validation_test,
1216,1673,neutral,class_b2db683f7966fa45,article_2b36364b92fdfed9,eligible_train_validation_test,
1217,1847,neutral,class_5548e7ea98500b57,article_cb69775effd93fc3,eligible_train_validation_test,
1218,599,neutral,class_8af1111e632bd73c,article_f5efb6e05e55f7ed,eligible_train_validation_test,
1219,763,neutral,class_a90743608ba1da50,article_53f4041ba0cc8ed1,eligible_train_validation_test,
1220,1586,neutral,class_3621325af34bca30,article_f79b8977720743f5,eligible_train_validation_test,
1221,1310,neutral,class_38c82dd220551909,article_46437ab18a665704,eligible_train_validation_test,
1222,1766,neutral,class_2a86ce47b9ec9f31,article_16a3e9e922b41fde,eligible_train_validation_test,
1223,520,neutral,class_f26e9732957e53e3,article_fa3cfb3f1bb823aa,eligible_train_validation_test,
1224,327,neutral,class_fee2330ea6b1e8bc,article_0d866ba9f9fd0f2c,eligible_train_validation_test,
1225,79,neutral,class_8ba9501844b262bd,article_6ecf763ff6e7cef7,eligible_train_validation_test,
1226,1504,neutral,class_ae5ef3a7d043d32d,article_e66f404f78b6875b,eligible_train_validation_test,
1227,1822,neutral,class_14ffe81a37eb6427,article_eeafcf2e9d8037ab,eligible_train_validation_test,
1228,837,positive,class_b3f28358ad3780cd,article_6dfb97632210ac38,eligible_train_validation_test,
1229,1226,neutral,class_3e951f4dc3218ee7,article_ee932b02fc14995a,eligible_train_validation_test,
1230,118,positive,class_4613786719f0f341,article_22a2fa7d04248931,eligible_train_validation_test,
1231,406,neutral,class_4363a02df1575e27,article_52a6eb687cd22e80,eligible_train_validation_test,
1232,1147,neutral,class_475d6a3f1eb7b333,article_b6602f58690ca414,eligible_train_validation_test,
1233,766,neutral,class_8f08231ef010e2ea,article_4654d793972c3b6a,eligible_train_validation_test,
1234,781,neutral,class_5e95925470bda431,article_03ac674216f3e15c,eligible_train_validation_test,
1235,1205,neutral,class_5375c991898038ca,article_310ced37200b1a0d,eligible_train_validation_test,
1236,887,positive,class_cf6ba171fc416e63,article_7b0838c2af7e6b1f,eligible_train_validation_test,
1237,1392,positive,class_f018590e13cc800c,article_a7ef9d0560e21449,eligible_train_validation_test,
1238,1014,positive,class_98c5a9033381a7be,article_8de143c7e8ffc2a5,eligible_train_validation_test,
1239,1287,neutral,class_3c11ecda38f21877,article_f97350101e1a9de9,eligible_train_validation_test,
1240,1728,neutral,class_70d74daf2516e8ff,article_1c00e16c0db1f129,eligible_train_validation_test,
1241,1716,neutral,class_f417b68d9c0eac24,article_1a08785d4897bde6,eligible_train_validation_test,
1242,1762,neutral,class_cb9447de9cc7dfed,article_550018524a55c47b,eligible_train_validation_test,
1243,1811,neutral,class_5986abd36ed3cc4a,article_8c454536b6e2b8b2,eligible_train_validation_test,
1244,786,neutral,class_f8f2724e90b5ad73,article_aedec0d0ca66f380,eligible_train_validation_test,
1245,1788,neutral,class_bcd814de5323dd5e,article_8c244b370747c193,eligible_train_validation_test,
1246,1152,neutral,class_b1bc8d9e24c20a86,article_cf3ff1a00fa18365,eligible_train_validation_test,
1247,682,neutral,class_30bb0942a7a175b7,article_92f3c34650437f1d,eligible_train_validation_test,
