previous_group_id,article_ids,target_entity_count,label_set,text_fingerprint_count,URL_count,root_cause,corrected_group_ids,remains_conflict,recommended_action,evidence
grp_bb464892b59df77c,1211|1422|546,2,neutral|positive,3,3,same_text_different_entity_valid,class_24dd506028076c6a|class_3cbe7c4530f50935|class_a9046c9eb831310d,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_f75c65072bd3a8db,1079|1339|1797|559,4,neutral|positive,4,4,same_text_different_entity_valid,class_99471a5746b2f0c6|class_b4931c14f0d0d733|class_b52274bb1dcd22d8|class_c6caa7b38ac914dd,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d90c85e3e1eca4ae,1171|1324|1474|1751|1771|566|584,6,neutral|positive,7,7,same_text_different_entity_valid,class_0fba836437724296|class_264ad999f3ae2c15|class_2a7d8db4776ea3af|class_699a7bbe1ab1d1b7|class_cf8d098d14f40011|class_ec2d311e7271144d|class_f9de60899426239c,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6ca9e6571c0920e6,1048|1337|568|984,2,neutral|positive,4,4,same_text_different_entity_valid,class_02b9df4d20fb0ed9|class_0d1096e1bc71423b|class_373f40fcd1305f64|class_9a8039333c44e307,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_ed79ea6dafb3be61,1159|1878|569,3,negative|neutral|positive,3,3,same_text_different_entity_valid,class_5f0e1d98e8993a0c|class_9b66909d52154902|class_ced39fe3107c99b7,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_0048a928e5e77564,1230|1357|1779|570|635|703|770,6,neutral|positive,7,7,same_text_different_entity_valid,class_0c3ce1ea0a81d7a0|class_0d521538a50e826f|class_1cddc50c50eab14b|class_4613786719f0f341|class_60ae84ca4d986dd2|class_6fa3e101a45cb70d|class_f127355ad84cb8cf,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_14eba5b470e43cfb,576|665|909,3,negative|neutral,3,3,same_text_different_entity_valid,class_0c28715cdf2967ef|class_4fafa7ce88ef5e4c|class_98e092cecc6f4f0d,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_8b350bc83b55ceda,1046|1398|1635|580,3,neutral|positive,4,4,same_text_different_entity_valid,class_7615b9957c86c44e|class_777a5cfd06e974b4|class_bc5cc54a6e530f66|class_d300e606b8f6e0da,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_efa6ec526faba4c6,1394|581|681|768,3,neutral|positive,4,4,same_text_different_entity_valid,class_3e541ae3aa1904b5|class_a2b597403a385356|class_d7861b413866e457|class_fd987a37963c3cb4,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_439a3b15f4bb5141,1070|1343|1495|589|726,5,neutral|positive,5,5,same_text_different_entity_valid,class_0d314aed59807f67|class_394e60edd78727e2|class_5e394fa2833ec3d6|class_788b2f5ea28d80c3|class_f5a3c71e2388b1bf,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_5e9124f33b790636,1456|1587|1834|598,3,neutral|positive,4,4,same_text_different_entity_valid,class_6057ec5b54add3a0|class_93bd20a4aeed558a|class_93c8c1288381024c|class_f5f482df8b1b2abb,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_028f7e8751bdfdaf,600|686|902|904|997,3,negative|neutral|positive,5,5,same_text_different_entity_valid,class_846ff7021670d9b5|class_98f4c3fdbefc3831|class_cae19f066cd5d45a|class_e093b8cfef7fd378|class_f7aea73ecb15146e,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_3b565d8df006a27d,1315|1494|1731|1774|616,5,neutral|positive,5,5,same_text_different_entity_valid,class_43121253a6a7a4ed|class_4bcf92cca5083de9|class_5677c4dc9dd96ea1|class_648c520919c03cd2|class_a36645a9311f9493,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_4d331b141db6123b,1003|1153|1358|1614|1711|619,5,neutral|positive,6,6,same_text_different_entity_valid,class_42523747404f4100|class_580e0f14b733a2ef|class_7119ad9c4b93c252|class_72252dfba1a993b3|class_a74c6afc8ec7a712|class_b8e2d6d36fe05ca4,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b5f02ed3fc4d06d3,1411|1640|624,3,neutral|positive,3,3,same_text_different_entity_valid,class_55b772fd3b075081|class_698947d163bcbf30|class_c227336e27e00893,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d6022ed12d14f051,1184|632,2,negative|neutral,2,2,same_text_different_entity_valid,class_934710f13777d6dc|class_b45dce605662b5ef,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6cab5aa5499bb78c,1096|1510|1583|656|868,4,negative|neutral,4,5,same_text_same_entity_true_conflict,class_204fc6683a9efeb1|class_b8dcc696e97d29dd|class_f4c5706e073223cc|class_fcdc8029ba876917,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_4b34be275fb0b825,1093|1260|1611|660|936,4,negative|neutral,5,5,same_text_different_entity_valid,class_3ae28c71d9dbf92b|class_6932b8fba0b0bc7b|class_7b1da075e9a34c67|class_8a91d9b38f5b2aab|class_abd6666340b09e12,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_56e9546f66c45d33,1662|1718|671|966,4,negative|neutral|positive,4,4,same_text_different_entity_valid,class_4629fddfe5c78f9b|class_5047fa45ad71e894|class_618bc3c35386dd62|class_b7607fa7d650c321,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_3645c0b0a89aa240,1089|1618|677|860,3,negative|neutral,4,4,same_text_different_entity_valid,class_2a0397630146d47c|class_54b4e58d73c7bc08|class_5edbb6afdc3a48e7|class_70b77f18d7783dfb,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_141ae499428afb94,683|807,2,neutral|positive,2,2,same_text_different_entity_valid,class_89a2bfbb730b3694|class_ae66ee6b3125c3e6,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_a795e6eb1cad6676,1499|688|712,3,neutral|positive,3,3,same_text_different_entity_valid,class_4ed515a5dc77465f|class_708791997d764df3|class_7a9b7f9058613132,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_194683e01c30175d,1000|1227|1430|694,4,negative|neutral,4,4,same_text_different_entity_valid,class_14ffe81a37eb6427|class_2efdae411c0b3996|class_d89117fa6ecba862|class_e3aea65da31e4558,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_e0364b9b67e516d6,1216|1418|1561|697,3,neutral|positive,4,4,same_text_different_entity_valid,class_0534bfa163bc9fbf|class_9d8671d12be95a0b|class_b2db683f7966fa45|class_c5a18900fd633ef7,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_8b5548c9fe9597f3,1632|1651|1786|1835|701,4,neutral|positive,5,5,same_text_different_entity_valid,class_068150b45384bdd9|class_0e6a73a3be963951|class_4d86274c03f8ce29|class_9d0c70c2e55403b3|class_d2e7013a99dac185,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_c8b39c7b9d838c07,1106|1232|1262|1777|704,4,neutral|positive,5,5,same_text_different_entity_valid,class_45216574371f108d|class_475d6a3f1eb7b333|class_9a3f745f685bb119|class_9f57511d79cb2b43|class_d58fa26d03e2366b,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_756d287c5f0277b5,1030|1288|1664|710|990,3,negative|neutral,5,5,same_text_different_entity_valid,class_3a798a1f6a020de4|class_681fb9081bdf723f|class_aff7ad2867d38aaf|class_b18a72973eef7c93|class_b2295ea409ecd2e6,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_431e294e835cfa55,1733|1787|716|949|993,4,neutral|positive,5,5,same_text_different_entity_valid,class_0ca2267de3b7cb03|class_40214b3af092ea0c|class_447b0da4dab113a6|class_f64cb9a8c92ba9bf|class_ff3a77fbe0813a07,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_09f3421e7d9c9b29,1017|743|973,3,neutral|positive,3,3,same_text_different_entity_valid,class_6e03edf61d7db90d|class_ac4a581e5086b6fa|class_cec248b3ab47f732,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_8d665eb9c019466c,1400|1450|1723|1814|745|792,4,neutral|positive,6,6,same_text_different_entity_valid,class_6c6b142b2365a51b|class_7e6bc68b64db63e8|class_97f6576df1c0e595|class_d1df969f5178205e|class_d72687109536a263|class_fdb815a44b5755fc,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d3ec7646f1998007,1547|1725|753|913,3,neutral|positive,4,4,same_text_different_entity_valid,class_84939caef26c8171|class_97e59b0cee16f70c|class_c675c1afd05d81c3|class_f2b2c61e288f658e,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b7b79ad38c08049b,1121|1475|755|830,3,negative|neutral|positive,3,4,same_text_same_entity_true_conflict,class_33e864b9858c01e4|class_b77308db41f97b57|class_e464cc461614f217,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_3690508fdb57062f,1449|1545|1674|777|901,4,neutral|positive,5,5,same_text_different_entity_valid,class_44814c2e38e88c7f|class_4792ab40a3c0bf4d|class_6a6618e91a17c8d1|class_8fca76501c552ef3|class_91475f491cbbf4db,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b65a90eda5438b48,1615|1616|1772|1885|1898|785,4,negative|neutral|positive,6,6,same_text_different_entity_valid,class_585188f98061639e|class_76fc2a05fe43c75d|class_823eb6c8ee6a3e18|class_ae6237476a99ffe5|class_c47097022e1b8edf|class_ddfff3bcaacb19a3,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_71d3fd92b998d721,1039|1455|1550|788|869,5,neutral|positive,5,5,same_text_different_entity_valid,class_246ff9bc99c139e5|class_385f7df0eabb1e89|class_9be40b27407653ae|class_a2c0fbe7008442d9|class_df4a6fd709cd4253,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_ff4a92cb5dc14a37,797|976,2,neutral|positive,2,2,same_text_different_entity_valid,class_beb93864de0ab12e|class_cae8bdf3217618d6,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_e87b3e987a9051df,1855|804|805,2,negative|neutral,3,3,same_text_different_entity_valid,class_86a919bcef251930|class_eacdb6ba43b8354e|class_f4337426bc5b2a04,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b374d652a671a761,1838|810,2,negative|neutral,2,2,same_text_different_entity_valid,class_116541d1c81f3b5c|class_219314e582bd05ce,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_8d6a46867845cf7a,1026|1169|1397|827,3,neutral|positive,4,4,same_text_different_entity_valid,class_49c1e482288aa254|class_4ccb2f25c2086025|class_8cdb48b1b6c1a994|class_c6099c66b73eb024,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_3943b0f2cf63b055,1497|828,2,neutral|positive,2,2,same_text_different_entity_valid,class_3384367d0ad544fa|class_e5f95de601df0c6d,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_b65b6dfad6ba4fe2,1201|1280|1401|842|856,5,neutral|positive,5,5,same_text_different_entity_valid,class_2777855d05ca5ae1|class_3e4d60199a6a4b21|class_97d78b84791bc304|class_99a2fa93d18db5de|class_b88e51c1ba86370a,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_1381eab8a4087e0c,1371|1560|1673|1886|866,4,negative|neutral,5,5,same_text_different_entity_valid,class_1f2a8d02dc9c598f|class_2e70fca17f881e06|class_5b29ae6d92faf49a|class_9c2a3a5104c3d8cb|class_e99d24aa8be257e7,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_3ddd2b9198f7a83e,1208|1303|875|924,4,negative|neutral|positive,4,4,same_text_different_entity_valid,class_2af087335049ccc4|class_4c2d7b3d6040b288|class_7be4c75af8c2290f|class_a20b9120c61d0756,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_eae43b7c312d874c,1076|1129|1196|1459|1493|1501|1870|878,5,negative|neutral|positive,8,8,same_text_different_entity_valid,class_12b69777c3e98f94|class_289ef43bec5a4360|class_47a9989b5f25d0a1|class_4c712b058dab5c0a|class_81d188879abc6c3a|class_acc0a79a0e7d40ce|class_d1d33ac90b1aeb0c|class_f1701276d33617aa,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_f13cd67555f280ce,1014|1224|889,2,neutral|positive,3,3,same_text_different_entity_valid,class_9e03aa40eb12b001|class_f99504a5f37de946|class_fee2330ea6b1e8bc,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_ce9c3db2d52477a3,911|977,2,neutral|positive,2,2,same_text_different_entity_valid,class_2ff60343ecba4d25|class_6e119aa3600d0748,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_92c166d3dc64d3fc,1100|921|933,3,negative|neutral|positive,3,3,same_text_different_entity_valid,class_403e2904d547ae03|class_5fb642f67bae571d|class_fa53f5362e4306ee,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_de8a4175af1a8fa6,1261|1331|1370|1809|948,4,neutral|positive,5,5,same_text_different_entity_valid,class_2704615e5e853470|class_5d458848fce0cdea|class_788319c43e4a977d|class_98ee6992f1d9629f|class_eaa5cf8fff8ac595,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_4367a676b4abf371,1269|1454|957,2,negative|neutral|positive,3,3,same_text_different_entity_valid,class_22af4177f0e5b528|class_61ef3c71b0fd69b8|class_97d578531b9fb135,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6f45ca92164a683e,1023|1244|1282|1695|1840|963,4,negative|neutral,5,6,same_text_same_entity_true_conflict,class_4f923f268177f6ee|class_8c1dcfbdc3033e72|class_c160671f6a1d0691|class_f871b2cda23ae19b|class_f8f2724e90b5ad73,true,human_review,v2 DB grouping uses usable non-empty values and target entity
grp_1e7a124fbd549d69,1194|1469|1624|979,3,negative|neutral|positive,4,4,same_text_different_entity_valid,class_2bd922150639020f|class_6ea2ff6674edf4b0|class_80627cecbad11d7d|class_aa0c2fdf3bc75330,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_04d34381ab83e061,1173|1415|982,3,neutral|positive,3,3,same_text_different_entity_valid,class_542f6cf2c39dc1d1|class_bf4c32c93d1e9a2d|class_c5abbb086366de14,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_332fd64e58009480,1008|1737,2,negative|neutral,2,2,same_text_different_entity_valid,class_28fae1a527a626a0|class_90fdb32c45898365,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_75c5166ea7e311b0,1016|1404|1505,3,neutral|positive,3,3,same_text_different_entity_valid,class_1016c5de6b499dbc|class_4710fbcbcd15fec1|class_a5656f28f43ca0ee,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_2475a245ff865d55,1025|1316|1383|1396,4,neutral|positive,4,4,same_text_different_entity_valid,class_47bdef7df1a76c7f|class_b2b8d7c5951ca6fe|class_c5c49cd9c2045a34|class_df0163ebb70bf9e4,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_ed70e14822be93e6,1027|1165|1441,3,negative|neutral,3,3,same_text_different_entity_valid,class_85895b0fb0c48c81|class_e9d80e25286fbdee|class_fecb9f63056853d1,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_96c3756de0e5fa5b,1050|1162,2,negative|positive,2,2,same_text_different_entity_valid,class_2d2231becd69c437|class_ae463d8f9c8c9c26,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d110c40a2d6d61bc,1060|1077|1191|1362|1671,4,neutral|positive,5,5,same_text_different_entity_valid,class_0e941571f07062d3|class_2682f341b9cf58bf|class_2689eebc5ec3176b|class_594c2ccbd966eeda|class_edaa63434afdda3a,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_7bf376b6d95a5aa0,1065|1704,2,neutral|positive,2,2,same_text_different_entity_valid,class_76a679cd6ff2a915|class_7a417006af78fe03,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_d7b0ae04a1e13a7f,1115|1888,1,negative|neutral,2,2,transitive_overmerge,class_0cecc80d769ef882|class_18c43d1e13e50096,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_ccdef0777b575a1c,1117|1218|1511|1724,3,neutral|positive,4,4,same_text_different_entity_valid,class_0c2990266919bf90|class_8af1111e632bd73c|class_b3614628e6599693|class_f2961c6ad397b1bb,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_917df5804b8a2ead,1147|1382|1444|1669,4,neutral|positive,4,4,same_text_different_entity_valid,class_5f9df0d5c2e1f695|class_cb148fa7d82ca614|class_cbedd98c135e6fbc|class_e515520cbdbb0317,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_590fb4cf30b32727,1168|1894,2,neutral|positive,2,2,same_text_different_entity_valid,class_829fd973e37ddc81|class_ddfd60307849fc9e,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_f61afb4c3b2b0ebf,1182|1476|1477|1655,3,neutral|positive,4,4,same_text_different_entity_valid,class_330c2e822e989fd0|class_9f4dc1086e82d88f|class_a07bf8b7128415b9|class_d23ad5202c578e28,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_c5889e1d7dfae49c,1219|1268|1626|1848,4,neutral|positive,4,4,same_text_different_entity_valid,class_23dd7f42b79a984c|class_a90743608ba1da50|class_aff1a0de9c56ca14|class_b55eaee047699547,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_09b4a526e05f6a31,1281|1566|1675,3,negative|neutral,3,3,same_text_different_entity_valid,class_3d338cae7deb6903|class_6f4f17c3dd5b70ed|class_de23a1f78c81ca2d,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_da0763f430f347e2,1283|1636,2,negative|neutral,2,2,same_text_different_entity_valid,class_21fb3c8c7c80c30c|class_43925a70049a4d79,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_22ec14eac8f2349c,1309|1334|1344,3,neutral|positive,3,3,same_text_different_entity_valid,class_8200be32e3be6dd0|class_adb9a8e8ee8434b5|class_f39cf8d0b5fcb876,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_132321850098e580,1340|1597,2,neutral|positive,2,2,same_text_different_entity_valid,class_04ade77edadb7ae1|class_255f516e50f0a716,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_6423f0ff603e8376,1504|1682|1862,3,negative|neutral,3,3,same_text_different_entity_valid,class_aeb3d3530c465cca|class_b1c3893c0cb19741|class_ce136529464f3d27,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
grp_06a5eac8c9c4fbf4,1514|1872,2,neutral|positive,2,2,same_text_different_entity_valid,class_48576bcd75fd4318|class_732f40065e6e88d3,false,use_corrected_v2_grouping,v2 DB grouping uses usable non-empty values and target entity
