article_id_left,article_id_right,title_similarity,text_similarity,token_overlap,combined_score,threshold,decision,evidence
425,523,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1608,523,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
689,975,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
197,975,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
18,975,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
197,689,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
18,689,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
18,197,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1072,1460,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1072,519,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1460,519,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1145,414,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1145,1421,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1145,21,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1421,414,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
21,414,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1421,21,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1569,709,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1504,1862,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1682,1862,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1504,1682,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
109,601,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
485,601,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
109,485,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1168,1894,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1619,539,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1489,539,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
539,873,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
193,539,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1489,1619,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1619,873,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1619,193,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1489,873,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1489,193,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
193,873,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1308,41,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1104,1425,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
134,1425,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1425,629,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1104,134,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1104,629,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
134,629,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1163,146,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
146,520,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
146,1463,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
146,882,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
146,508,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1163,520,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1163,1463,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1163,882,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1163,508,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1463,520,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
520,882,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
508,520,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1463,882,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1463,508,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
508,882,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
778,892,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
650,778,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
449,778,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1058,778,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
650,892,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
449,892,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1058,892,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
449,650,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1058,650,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1058,449,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
128,636,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
387,636,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
583,636,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
128,387,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
128,583,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
387,583,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1321,652,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1490,480,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1490,1564,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1564,480,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1658,812,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1406,232,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
232,479,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1406,479,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1434,189,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
189,294,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
189,510,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
189,833,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1434,294,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1434,510,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1434,833,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
294,510,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
294,833,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
510,833,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
186,769,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1649,769,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1825,769,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
623,769,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1649,186,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1825,186,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
186,623,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1649,1825,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1649,623,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1825,623,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1716,821,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1142,1716,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1142,821,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1101,1520,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1520,347,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
136,1520,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1207,1520,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1101,347,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1101,136,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1101,1207,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
136,347,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1207,347,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1207,136,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1701,881,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
203,261,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1358,619,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1003,619,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1614,619,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1711,619,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1153,619,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1003,1358,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1358,1614,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1358,1711,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1153,1358,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1003,1614,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1003,1711,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1003,1153,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1614,1711,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1153,1614,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1153,1711,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1648,1746,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1746,533,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1648,533,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1454,957,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1269,1454,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1269,957,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
476,915,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1633,476,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1633,915,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1785,212,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
221,323,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1205,374,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
190,662,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
662,843,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
190,843,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1895,918,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1895,507,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
507,918,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
114,1146,1.0,1.0,1.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1146,1326,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
114,1326,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1050,1162,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
172,1876,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1656,443,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1555,1656,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1555,443,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
276,46,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1721,276,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1721,46,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
263,39,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
257,39,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1074,39,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1525,39,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1791,39,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
39,631,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
39,96,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
257,263,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1074,263,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1525,263,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1791,263,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
263,631,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
263,96,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1074,257,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1525,257,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1791,257,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
257,631,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
257,96,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1074,1525,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1074,1791,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1074,631,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1074,96,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1525,1791,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1525,631,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1525,96,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1791,631,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1791,96,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
631,96,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1143,249,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1793,249,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1152,249,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
249,284,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1143,1793,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1143,1152,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1143,284,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1152,1793,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1793,284,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1152,284,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
445,998,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1037,998,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1645,998,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1037,445,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1645,445,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1037,1645,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1128,1512,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1512,848,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1128,848,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1024,1627,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1627,1897,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1627,1798,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1024,1897,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1024,1798,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1798,1897,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1468,953,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1599,953,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1479,953,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
127,953,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1468,1599,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1468,1479,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
127,1468,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1479,1599,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
127,1599,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
127,1479,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1443,175,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1079,1339,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1339,559,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1339,1797,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1079,559,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1079,1797,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1797,559,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1359,50,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
353,50,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
50,515,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1167,50,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1828,50,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1672,50,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
50,965,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1359,353,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1359,515,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1167,1359,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1359,1828,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1359,1672,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1359,965,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
353,515,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1167,353,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1828,353,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1672,353,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
353,965,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1167,515,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1828,515,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1672,515,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
515,965,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1167,1828,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1167,1672,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1167,965,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1672,1828,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1828,965,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1672,965,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1744,394,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1375,394,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
342,394,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1375,1744,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1744,342,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1375,342,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1761,832,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
153,832,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
153,1761,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1008,1737,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
505,579,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1006,505,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1865,505,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1803,505,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1006,579,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1865,579,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1803,579,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1006,1865,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1006,1803,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1803,1865,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1864,1879,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1864,800,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1864,565,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1753,1864,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1299,1864,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1879,800,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1879,565,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1753,1879,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1299,1879,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
565,800,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1753,800,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1299,800,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1753,565,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1299,565,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1299,1753,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1191,1362,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1077,1191,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1191,1671,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1060,1191,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1077,1362,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1362,1671,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1060,1362,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1077,1671,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1060,1077,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1060,1671,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1881,38,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1245,38,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
38,615,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1245,1881,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1881,615,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1245,615,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1705,388,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
183,388,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
388,473,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1272,388,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1705,183,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1705,473,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1272,1705,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
183,473,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1272,183,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1272,473,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1502,454,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1198,454,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1345,454,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
454,567,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
1198,1502,1.0,0.0,0.0,1.0,0.92,merge,exact_hash_block_near_duplicate
